CODCP,facilidad_mas_cercana_car,duracion_min_car,distancia_km_car,facilidad_mas_cercana_foot,duracion_min_foot,distancia_km_foot,facilidad_mas_cercana_bike,duracion_min_bike,distancia_km_bike,mismo_hospital_car_foot,ratio_foot_car,ratio_bike_car
113511,3523,152.765,144.2926,3523.0,1702.165,141.524,3523.0,569.1,141.53,True,11.142375544136419,3.7253297548522246
113514,3727,90.46000000000001,108.1701,3494.0,1880.3516666666667,156.3148,3494.0,628.2566666666667,156.52270000000001,False,20.786553909646987,6.945132286830274
113579,4370,68.09333333333333,92.5391,4370.0,1378.3983333333333,114.4857,4370.0,834.3133333333334,118.3432,True,20.242779518308204,12.252496573330724
113586,10972,14.9,9.5379,11020.0,109.14833333333333,9.0549,11020.0,43.84,9.711799999999998,False,7.325391498881431,2.9422818791946312
113647,30057,21.005,22.1421,30057.0,243.325,20.2407,30057.0,103.355,20.5855,True,11.584146631754344,4.920495120209474
113679,4370,31.738333333333333,30.7853,4370.0,270.68833333333333,22.5355,30057.0,116.51333333333334,26.0329,True,8.528750722050097,3.671060232106286
113748,4370,6.756666666666666,4.4195,4370.0,50.125,4.1713000000000005,4370.0,28.688333333333333,4.308,True,7.418598914652196,4.24592994573261
113758,3494,286.94,229.6662,3494.0,3406.9066666666668,283.233,3494.0,1564.5833333333333,302.8788,True,11.873237145977091,5.4526497990288325
113809,4370,52.205000000000005,62.1085,4370.0,1349.5216666666668,112.12289999999999,30057.0,882.3083333333333,138.0865,True,25.850429396928774,16.900839638604218
113818,3523,57.294999999999995,58.3125,3523.0,700.0083333333333,58.2081,3523.0,250.34333333333333,58.2139,True,12.217616429589553,4.369374872734678
113831,3727,142.15,133.08679999999998,3494.0,1968.9633333333334,163.7029,3494.0,683.3966666666668,163.8628,False,13.851307304490561,4.807574158752492
113837,11775,110.90333333333334,95.8907,3494.0,1028.7216666666668,85.5801,3494.0,400.7316666666667,85.5801,False,9.275840822337774,3.6133419494454633
113865,37376,128.68333333333334,110.6495,8154.0,1958.8366666666666,162.874,11775.0,927.7033333333333,190.9709,False,15.222147390234424,7.209195700038855
113881,3523,114.24166666666666,122.44839999999999,3523.0,1438.5316666666665,119.6105,3523.0,480.65833333333336,119.61880000000001,True,12.592005252024217,4.207382011817055
113911,4370,45.745,60.9045,4370.0,1574.71,130.8667,30057.0,1038.2333333333333,156.8303,True,34.423652858235876,22.69610522097133
113924,4370,104.15666666666667,108.7108,4370.0,1597.535,132.7455,30057.0,1038.4933333333333,158.7188,True,15.337808429609243,9.970493167344065
113946,3494,106.48833333333333,63.840199999999996,11775.0,1834.695,152.5457,3494.0,968.3833333333333,207.1706,False,17.229070477204075,9.093797442599346
113961,6919,15.41,14.922,,,,,,,False,,
113964,3727,178.03333333333333,190.1823,3727.0,3255.7816666666668,270.826,3727.0,1524.225,271.37379999999996,True,18.287483617300133,8.561458528365474
113973,3523,55.75,57.681,3523.0,692.4300000000001,57.5765,3523.0,243.88500000000002,57.582300000000004,True,12.420269058295965,4.374618834080718
114017,3727,119.02166666666668,129.9993,3494.0,1686.575,140.1738,3494.0,589.5266666666666,140.38170000000002,False,14.170319129570245,4.953103776623303
114059,4370,144.91,125.194,4370.0,1440.5116666666665,119.7886,30057.0,769.4483333333334,122.8279,True,9.940733328732776,5.309835990154809
114068,37376,116.48166666666665,88.8787,8154.0,1377.6850000000002,114.5475,11775.0,611.8583333333333,132.6775,False,11.827483581107186,5.252829486757573
114075,35125,78.06,60.991800000000005,35125.0,668.95,55.591699999999996,35125.0,236.64333333333335,55.6134,True,8.569689982065078,3.0315569220257923
114086,3727,45.315000000000005,32.706900000000005,3727.0,358.77666666666664,29.826700000000002,3727.0,129.70666666666665,30.2432,True,7.917393063371215,2.8623340321453523
114136,3727,97.235,95.7838,3727.0,2068.5899999999997,172.0179,3727.0,1241.9283333333333,172.55960000000002,True,21.274129685812717,12.772441336281517
